# https://physics.nist.gov/cgi-bin/ASD/lines1.pl?# spectra=Xe# &low_w=200# &upp_w=1000# air wavelengths, in nmName,Obs_Wave,Obs_Unc,Ritz_Wave,Ritz_Unc,Obs-Ritz,Rel_Intensity,Flag,Calibd_Intensity,Calib_Conf
XeII,206.833,0.01,206.8392,0.0001,-0.006,0,a,,
XeII,206.995,0.01,206.9953,0.0001,0.0,0,,,
XeIII,207.2247,0.005,207.2247,0.0001,0.0,0,,,
XeIII,207.2866,0.005,207.2867,0.0001,-0.0001,7,,,
XeIII,207.509,0.005,207.5087,0.0001,0.0003,7,,,
XeII,207.632,0.01,207.6311,0.0001,0.001,1,,,
XeIII,207.761,0.005,207.7603,0.0001,0.0007,0,,,
XeIII,207.9995,0.005,208.0001,0.0001,-0.0006,5,,,
XeIV,208.193,0.001,208.19,0.001,0.003,11,,,
XeIII,208.3088,0.005,208.3096,0.0001,-0.0008,6,,,
XeIII,208.4461,0.005,208.445,0.0001,0.0011,2,,,
XeIII,208.4598,0.005,208.4579,0.0001,0.0019,9,,,
XeIV,208.46,0.001,208.458,0.001,0.002,9,,,
XeIV,208.663,0.001,208.663,0.001,0.0,9,,,
XeIV,208.663,0.001,208.662,0.001,0.001,9,,,
XeVIII,208.73,0.05,208.78,0.01,-0.05,0,,,
XeV,208.912,0.001,208.914,0.001,-0.002,1,,,
XeIII,209.0225,0.005,209.0215,0.0001,0.001,7,,,
XeIV,209.047,0.001,209.046,0.001,0.001,7,,,
XeIII,209.1996,0.005,209.1995,0.0001,0.0001,9,,,
XeIII,209.3862,0.005,209.3866,0.0001,-0.0004,5,,,
XeIV,209.404,0.001,209.4,0.001,0.004,1,,,
XeIII,209.5126,0.005,209.5126,0.0001,0.0,6,,,
XeIII,209.535,0.005,209.5349,0.0001,0.0001,3,,,
XeIII,209.657,0.005,209.6578,0.0001,-0.0008,9,,,
XeIV,209.778,0.001,209.779,0.001,-0.001,6,,,
XeIV,209.84,0.001,209.84,0.001,0.0,12,,,
XeIII,209.9545,0.005,209.9541,0.0001,0.0004,0,,,
XeII,210.284,0.01,210.285,0.0001,-0.001,0,,,
XeIII,210.6534,0.005,210.6541,0.0001,-0.0007,1,,,
XeII,210.824,0.01,210.8192,0.0001,0.005,0,a,,
XeIV,210.842,0.001,210.842,0.001,0.0,12,,,
XeIII,211.4762,0.005,211.4767,0.0001,-0.0005,7,,,
XeII,211.721,0.01,211.7184,0.0001,0.003,1,,,
XeIII,211.8036,0.005,211.8039,0.0001,-0.0003,9,,,
XeIV,211.845,0.001,211.845,0.001,0.0,11,,,
XeIV,211.858,0.001,211.858,0.001,0.0,11,,,
XeII,212.061,0.01,212.06,0.0001,0.001,1,,,
XeIV,212.138,0.001,212.139,0.001,-0.001,8,,,
XeIII,212.2205,0.005,212.2225,0.0001,-0.002,2,,,
XeIV,212.25,0.001,212.249,0.001,0.001,9,,,
XeIV,212.305,0.001,212.305,0.001,0.0,9,,,
XeIII,212.3163,0.005,212.3179,0.0001,-0.0016,4,,,
XeV,212.369,0.001,212.369,0.001,0.0,8,,,
XeIV,212.382,0.001,212.381,0.001,0.001,6,,,
XeV,212.425,0.001,212.425,0.001,0.0,4,,,
XeII,212.473,0.01,212.4717,0.0001,0.001,2,,,
XeIII,212.8473,0.005,212.8472,0.0001,0.0001,1,,,
XeIV,212.848,0.001,212.849,0.001,-0.001,1,,,
XeII,212.873,0.01,212.8729,0.0001,0.0,1,,,
XeIV,212.996,0.001,212.993,0.001,0.003,1,,,
XeIII,213.0809,0.005,213.0812,0.0001,-0.0003,3,,,
XeIV,213.171,0.001,213.17,0.001,0.001,5,,,
XeIV,213.334,0.001,213.335,0.001,-0.001,10,,,
XeVI,213.49,0.05,213.481,0.001,0.01,0,,,
XeIII,213.8432,0.005,213.843,0.0001,0.0002,9,,,
XeII,213.885,0.01,213.8867,0.0001,-0.002,1,,,
XeV,213.899,0.001,213.899,0.001,0.0,5,,,
XeIII,213.9236,0.005,213.9245,0.0001,-0.0009,6,,,
XeIII,213.9375,0.005,213.9359,0.0001,0.0016,7,,,
XeIII,213.9375,0.005,213.9405,0.0001,-0.003,7,,,
XeIII,214.2129,0.005,214.2129,0.0001,0.0,2,,,
XeII,214.225,0.01,214.2238,0.0001,0.001,0,,,
XeIV,214.401,0.001,214.4,0.001,0.001,13,,,
XeIII,214.4189,0.005,214.4203,0.0001,-0.0014,0,,,
XeV,214.516,0.001,214.515,0.001,0.001,9,,,
XeII,214.631,0.01,214.6282,0.0001,0.003,0,,,
XeIII,214.7683,0.005,214.7686,0.0001,-0.0003,7,,,
XeIV,215.091,0.001,215.092,0.001,-0.001,8,,,
XeII,215.308,0.01,215.3102,0.0001,-0.002,0,a,,
XeIV,215.364,0.001,215.364,0.001,0.0,9,,,
XeII,215.49,0.01,215.4838,0.0001,0.006,1,,,
XeIV,215.49,0.001,215.489,0.001,0.001,12,,,
XeVIII,215.49,0.06,215.5,0.1,0.0,0,,,
XeIII,215.6896,0.005,215.6899,0.0001,-0.0003,8,,,
XeIII,215.896,0.001,215.9007,0.0001,-0.0047,1,,,
XeIII,215.933,0.001,215.9338,0.0001,-0.0008,0,u,,
XeIII,216.0935,0.005,216.0946,0.0001,-0.0011,7,,,
XeIII,216.5526,0.005,216.5492,0.0001,0.0034,3,,,
XeIII,216.5526,0.005,216.5546,0.0001,-0.002,3,,,
XeII,216.605,0.01,216.6039,0.0001,0.001,1,,,
XeII,216.784,0.01,216.7852,0.0001,-0.001,1,,,
XeII,217.04,0.01,217.0384,0.0001,0.002,1,,,
XeVII,217.05,0.05,217.04,0.01,0.01,0,,,
XeIV,217.099,0.001,217.097,0.001,0.002,3,,,
XeII,217.164,0.01,217.1653,0.0001,-0.001,2,,,
XeIII,217.2779,0.005,217.2782,0.0001,-0.0003,9,,,
XeIV,217.382,0.001,217.382,0.001,0.0,9,,,
XeII,217.623,0.01,217.6221,0.0001,0.001,2,,,
XeII,217.825,0.01,217.8248,0.0001,0.0,0,,,
XeIII,217.9684,0.005,217.9695,0.0001,-0.0011,7,,,
XeV,218.469,0.001,218.473,0.001,-0.004,8,,,
XeIII,218.5017,0.005,218.5014,0.0001,0.0003,3,,,
XeIV,218.526,0.001,218.525,0.001,0.001,10,,,
XeIV,218.641,0.001,218.639,0.001,0.002,11,,,
XeIV,218.709,0.001,218.709,0.001,0.0,11,,,
XeIV,218.814,0.001,218.813,0.001,0.001,9,,,
XeIII,218.9828,0.005,218.9871,0.0001,-0.0043,12,w,,
XeIV,218.983,0.001,218.981,0.001,0.002,11,,,
XeIV,219.124,0.001,219.124,0.001,0.0,3,,,
XeIII,219.2428,0.005,219.2423,0.0001,0.0005,1,,,
XeIII,219.278,0.001,219.2781,0.0001,-0.0001,0,,,
XeII,219.278,0.01,219.2771,0.0001,0.001,0,,,
XeII,219.348,0.01,219.345,0.0001,0.003,1,,,
XeII,219.348,0.01,219.344,0.001,0.004,1,,,
XeIV,219.412,0.001,219.412,0.001,0.0,4,,,
XeIII,219.4292,0.005,219.4279,0.0001,0.0013,1,,,
XeIII,219.7801,0.005,219.7811,0.0001,-0.001,10,,,
XeIII,219.8583,0.005,219.8588,0.0001,-0.0005,1,,,
XeIII,219.9287,0.005,219.9302,0.0001,-0.0015,6,,,
XeIII,219.9514,0.005,219.9522,0.0001,-0.0008,6,,,
XeIII,220.2695,0.005,220.2685,0.0001,0.001,7,,,
XeIII,220.3682,0.005,220.3686,0.0001,-0.0004,0,,,
XeIII,220.42,0.001,220.4154,0.0001,0.0046,2,,,
XeIII,220.4333,0.005,220.434,0.0001,-0.0007,5,,,
XeIII,220.551,0.001,220.5588,0.0001,-0.0078,2,,,
XeII,220.824,0.01,220.8245,0.0001,-0.001,3,,,
XeIV,220.856,0.001,220.855,0.001,0.001,7,,,
XeIII,221.042,0.005,221.0418,0.0001,0.0002,9,,,
XeIV,221.208,0.001,221.212,0.001,-0.004,3,,,
XeIV,221.313,0.001,221.313,0.001,0.0,9,,,
XeIII,221.3799,0.005,221.3801,0.0001,-0.0002,0,,,
XeII,221.437,0.01,221.4365,0.0001,0.001,3,,,
XeIII,221.4382,0.005,221.442,0.0001,-0.0038,9,,,
XeIII,221.4382,0.005,221.4465,0.0001,-0.0083,9,,,
XeII,221.558,0.01,221.5559,0.0001,0.002,2,,,
XeIV,221.922,0.001,221.92,0.001,0.002,3,,,
XeIV,222.034,0.001,222.033,0.001,0.001,12,,,
XeIII,222.0544,0.005,222.0549,0.0001,-0.0005,2,,,
XeII,222.276,0.01,222.2757,0.0001,0.0,3,,,
XeIII,222.364,0.005,222.3639,0.0001,0.0001,5,,,
XeII,222.429,0.01,222.432,0.001,-0.003,0,,,
XeII,222.429,0.01,222.4234,0.0001,0.006,0,,,
XeII,222.459,0.01,222.4579,0.0001,0.001,2,,,
XeIII,222.5071,0.005,222.5083,0.0001,-0.0012,9,,,
XeII,222.599,0.01,222.6041,0.0001,-0.005,2,,,
XeIII,222.7588,0.005,222.759,0.0001,-0.0002,3,,,
XeV,222.833,0.001,222.835,0.001,-0.002,3,,,
XeIV,222.991,0.001,222.991,0.001,0.0,8,,,
XeIII,223.0419,0.005,223.0428,0.0001,-0.0009,6,,,
XeIII,223.0419,0.005,223.0508,0.0001,-0.0089,6,,,
XeII,223.079,0.01,223.079,0.0001,0.0,1,h,,
XeIII,223.1673,0.005,223.1683,0.0001,-0.001,7,,,
XeII,223.283,0.01,223.2829,0.0001,0.0,2,,,
XeVIII,223.35,0.06,223.3,0.01,0.05,0,,,
XeII,223.499,0.01,223.4992,0.0001,0.0,1,,,
XeIII,223.5349,0.005,223.5346,0.0001,0.0003,2,,,
XeII,223.552,0.01,223.551,0.0001,0.001,2,,,
XeII,223.979,0.01,223.9787,0.0001,0.0,1,,,
XeIV,224.012,0.001,224.013,0.001,-0.001,10,,,
XeIV,224.034,0.001,224.034,0.001,0.0,9,,,
XeII,224.186,0.01,224.1843,0.0001,0.002,2,h,,
XeIV,224.215,0.001,224.216,0.001,-0.001,8,,,
XeIII,224.397,0.005,224.3973,0.0001,-0.0003,11,,,
XeIV,224.45,0.001,224.454,0.001,-0.004,10,,,
XeIV,224.45,0.001,224.448,0.001,0.002,10,,,
XeIII,224.528,0.005,224.5286,0.0001,-0.0006,8,,,
XeII,224.561,0.01,224.5617,0.0001,-0.001,1,,,
XeIV,224.664,0.001,224.664,0.001,0.0,1,,,
XeII,224.717,0.01,224.7157,0.0001,0.001,1,,,
XeIII,224.7335,0.005,224.7345,0.0001,-0.001,5,,,
XeIII,224.7556,0.005,224.7565,0.0001,-0.0009,6,,,
XeII,224.822,0.01,224.8214,0.0001,0.001,1,,,
XeIII,224.963,0.005,224.9627,0.0001,0.0003,0,,,
XeII,224.986,0.01,224.9827,0.0001,0.003,4,,,
XeII,225.474,0.01,225.4746,0.0001,-0.001,1,,,
XeII,225.656,0.01,225.6555,0.0001,0.0,1,h,,
XeII,225.682,0.01,225.683,0.0001,-0.001,2,,,
XeII,225.682,0.01,225.6832,0.0001,-0.001,2,,,
XeIII,225.8847,0.005,225.885,0.0001,-0.0003,5,,,
XeII,225.922,0.01,225.9226,0.0001,-0.001,1,h,,
XeII,226.133,0.01,226.1318,0.0001,0.001,0,,,
XeII,226.295,0.01,226.2946,0.0001,0.0,2,,,
XeII,226.42,0.01,226.4193,0.0001,0.001,2,,,
XeII,226.499,0.01,226.5,0.0001,-0.001,3,,,
XeII,226.562,0.01,226.5586,0.0001,0.003,3,h,,
XeII,226.594,0.01,226.5937,0.0001,0.0,2,h,,
XeII,226.68,0.01,226.6784,0.0001,0.002,3,h,,
XeII,226.872,0.01,226.8704,0.0001,0.002,1,h,,
XeIII,226.8923,0.005,226.8926,0.0001,-0.0003,4,,,
XeIII,227.1055,0.005,227.1047,0.0001,0.0008,8,,,
XeIII,227.1382,0.005,227.1386,0.0001,-0.0004,11,w,,
XeIII,227.2609,0.005,227.2611,0.0001,-0.0002,2,,,
XeII,227.318,0.01,227.3157,0.0001,0.002,1,,,
XeII,227.337,0.01,227.3336,0.0001,0.003,3,,,
XeIII,227.3488,0.005,227.3486,0.0001,0.0002,3,,,
XeIII,227.3709,0.005,227.3721,0.0001,-0.0012,1,,,
XeIV,227.413,0.001,227.412,0.001,0.001,5,,,
XeIII,227.496,0.001,227.4909,0.0001,0.0051,3,u,,
XeIV,227.976,0.001,227.975,0.001,0.001,1,,,
XeIII,228.113,0.001,228.1163,0.0001,-0.0033,2,,,
XeIV,228.122,0.001,228.122,0.001,0.0,7,,,
XeII,228.26,0.01,228.2554,0.0001,0.005,0,bl,,
XeII,228.314,0.01,228.3139,0.0001,0.0,5,,,
XeIII,228.3828,0.005,228.3819,0.0001,0.0009,5,,,
XeIV,228.396,0.001,228.395,0.001,0.001,9,,,
XeII,228.524,0.01,228.5275,0.0001,-0.004,2,h,,
XeII,228.594,0.01,228.5948,0.0001,-0.001,8,,,
XeIII,228.6634,0.005,228.664,0.0001,-0.0006,7,,,
XeIV,228.713,0.001,228.713,0.001,0.0,5,,,
XeIV,228.791,0.001,228.792,0.001,-0.001,9,,,
XeII,228.792,0.01,228.785,0.001,0.007,2,,,
XeIII,228.8009,0.005,228.801,0.0001,-0.0001,2,,,
XeIV,228.89,0.001,228.891,0.001,-0.001,12,,,
XeIV,228.996,0.001,228.995,0.001,0.001,9,,,
XeIII,229.0834,0.005,229.084,0.0001,-0.0006,12,bl,,
XeII,229.084,0.01,229.085,0.0001,-0.001,2,h,,
XeII,229.201,0.01,229.2214,0.0001,-0.02,2,bl,,
XeII,229.24,0.01,229.2423,0.0001,-0.002,20,,,
XeII,229.457,0.01,229.4577,0.0001,-0.001,15,,,
XeII,229.652,0.01,229.6548,0.0001,-0.003,30,,,
XeIII,229.854,0.005,229.8545,0.0001,-0.0005,1,,,
XeII,229.936,0.01,229.9363,0.0001,0.0,2,h,,
XeII,229.998,0.01,229.9994,0.0001,-0.001,6,,,
XeIII,230.0353,0.005,230.0363,0.0001,-0.001,9,,,
XeIII,230.0716,0.005,230.0723,0.0001,-0.0007,9,,,
XeIII,230.0876,0.005,230.0882,0.0001,-0.0006,9,,,
XeIII,230.3735,0.005,230.3721,0.0001,0.0014,9,,,
XeIII,230.3735,0.005,230.3745,0.0001,-0.001,9,,,
XeII,230.46,0.01,230.4644,0.0001,-0.004,1,h,,
XeIII,230.5502,0.005,230.5508,0.0001,-0.0006,5,,,
XeIII,230.5502,0.005,230.5462,0.0001,0.004,5,,,
XeIV,230.619,0.001,230.618,0.001,0.001,1,,,
XeIV,230.658,0.001,230.657,0.001,0.001,10,,,
XeII,230.728,0.01,230.7294,0.0001,-0.001,3,,,
XeII,230.815,0.01,230.8174,0.0001,-0.002,3,,,
XeIV,230.831,0.001,230.832,0.001,-0.001,7,,,
XeIII,230.9922,0.005,230.9923,0.0001,-0.0001,7,,,
XeV,231.104,0.001,231.103,0.001,0.001,4,,,
XeIV,231.142,0.001,231.143,0.001,-0.001,3,,,
XeIV,231.148,0.001,231.149,0.001,-0.001,13,,,
XeIII,231.2276,0.005,231.2287,0.0001,-0.0011,11,,,
XeIII,231.3392,0.005,231.3392,0.0001,0.0,12,,,
XeII,231.37,0.01,231.3705,0.0001,0.0,5,,,
XeII,231.421,0.01,231.4167,0.0001,0.004,1,bl,,
XeII,231.421,0.01,231.426,0.001,-0.005,1,bl,,
XeIV,231.44,0.001,231.439,0.001,0.001,2,,,
XeVII,231.49,0.05,231.51,0.01,-0.02,0,,,
XeIV,231.556,0.001,231.554,0.001,0.002,1,,,
XeII,231.627,0.01,231.6231,0.0001,0.004,2,,,
XeIII,231.6583,0.005,231.6567,0.0001,0.0016,10,,,
XeII,231.68,0.01,231.6833,0.0001,-0.003,10,,,
XeIV,231.822,0.001,231.822,0.001,0.0,1,,,
XeII,231.97,0.01,231.9726,0.0001,-0.003,7,,,
XeIV,232.06,0.001,232.059,0.001,0.001,1,,,
XeIII,232.0992,0.005,232.1,0.0001,-0.0008,5,,,
XeII,232.154,0.01,232.1532,0.0001,0.001,0,,,
XeIII,232.3455,0.005,232.3423,0.0001,0.0032,3,,,
XeIII,232.6369,0.005,232.6403,0.0001,-0.0034,0,,,
XeIV,232.705,0.001,232.704,0.001,0.001,5,,,
XeIV,233.14,0.001,233.14,0.001,0.0,0,,,
XeIII,233.3555,0.005,233.3561,0.0001,-0.0006,7,,,
XeII,233.542,0.01,233.5449,0.0001,-0.003,2,h,,
XeIV,233.829,0.001,233.829,0.001,0.0,6,,,
XeIII,233.8884,0.005,233.8901,0.0001,-0.0017,9,,,
XeIII,233.9398,0.005,233.9379,0.0001,0.0019,1,,,
XeIV,234.092,0.001,234.091,0.001,0.001,11,,,
XeII,234.218,0.01,234.2215,0.0001,-0.004,3,h,,
XeII,234.447,0.01,234.4482,0.0001,-0.001,12,,,
XeIV,234.528,0.001,234.528,0.001,0.0,6,,,
XeII,235.01,0.01,235.0088,0.0001,0.001,0,a,,
XeIII,235.0563,0.005,235.0552,0.0001,0.0011,8,,,
XeII,235.07,0.01,235.0701,0.0001,0.0,0,,,
XeII,235.118,0.01,235.1189,0.0001,-0.001,4,h,,
XeIV,235.144,0.001,235.144,0.001,0.0,6,,,
XeII,235.156,0.01,235.1589,0.0001,-0.003,4,h,,
XeII,235.206,0.01,235.2077,0.0001,-0.002,1,,,
XeII,235.352,0.01,235.3518,0.0001,0.0,1,h,,
XeII,235.389,0.01,235.3886,0.0001,0.0,1,h,,
XeIII,235.395,0.001,235.3942,0.0001,0.0008,0,,,
XeIII,235.395,0.001,235.3993,0.0001,-0.0043,0,,,
XeIII,235.4456,0.005,235.4466,0.0001,-0.001,11,,,
XeIV,235.544,0.001,235.543,0.001,0.001,7,,,
XeII,235.625,0.01,235.6238,0.0001,0.001,1,h,,
XeII,235.672,0.01,235.6743,0.0001,-0.002,4,h,,
XeIII,235.9159,0.005,235.9161,0.0001,-0.0002,0,,,
XeII,236.042,0.01,236.0471,0.0001,-0.005,1,h,,
XeII,236.29,0.01,236.295,0.0001,-0.005,0,bl,,
XeII,236.413,0.01,236.415,0.0001,-0.002,0,,,
XeIV,236.413,0.001,236.413,0.001,0.0,4,,,
XeII,236.463,0.01,236.4622,0.0001,0.001,0,,,
XeIII,236.5416,0.005,236.5412,0.0001,0.0004,14,,,
XeIV,236.555,0.001,236.554,0.001,0.001,4,,,
XeIII,236.6115,0.005,236.6113,0.0001,0.0002,12,,,
XeII,236.868,0.01,236.8699,0.0001,-0.002,5,,,
XeII,236.903,0.01,236.909,0.0001,-0.006,0,,,
XeIV,236.938,0.001,236.939,0.001,-0.001,1,,,
XeIII,236.9595,0.005,236.9576,0.0001,0.0019,18,bl,,
XeII,236.962,0.01,236.9586,0.0001,0.003,4,h,,
XeIV,237.247,0.001,237.247,0.001,0.0,6,,,
XeIV,237.286,0.001,237.285,0.001,0.001,3,,,
XeIV,237.415,0.001,237.415,0.001,0.0,3,,,
XeIII,237.8714,0.005,237.8716,0.0001,-0.0002,0,,,
XeII,237.911,0.01,237.9123,0.0001,-0.001,0,,,
XeIII,237.9783,0.005,237.9785,0.0001,-0.0002,3,,,
XeIII,238.2087,0.005,238.2079,0.0001,0.0008,11,,,
XeIII,238.3247,0.005,238.324,0.0001,0.0007,13,,,
XeIV,238.437,0.001,238.436,0.001,0.001,2,,,
XeIII,238.5673,0.005,238.5677,0.0001,-0.0004,11,,,
XeII,238.585,0.01,238.5914,0.0001,-0.006,1,,,
XeIII,238.5902,0.005,238.585,0.0001,0.0052,8,bl,,
XeII,238.614,0.01,238.6152,0.0001,-0.001,2,h,,
XeII,238.775,0.01,238.777,0.0001,-0.002,4,,,
XeIII,238.8573,0.005,238.8567,0.0001,0.0006,11,,,
XeII,239.11,0.01,239.1047,0.0001,0.005,2,,,
XeIV,239.196,0.001,239.196,0.001,0.0,4,,,
XeII,239.233,0.01,239.2263,0.0001,0.007,2,h,,
XeIII,239.2376,0.005,239.2383,0.0001,-0.0007,4,bl,,
XeIII,239.4083,0.005,239.4085,0.0001,-0.0002,10,,,
XeIV,239.431,0.001,239.427,0.001,0.004,5,,,
XeIII,239.7566,0.005,239.7561,0.0001,0.0005,8,,,
XeII,239.876,0.01,239.8768,0.0001,-0.001,4,,,
XeIII,240.3792,0.005,240.3782,0.0001,0.001,9,,,
XeII,240.484,0.01,240.4846,0.0001,-0.001,1,,,
XeII,240.592,0.01,240.5946,0.0001,-0.003,3,h,,
XeIII,240.6,0.001,240.6011,0.0001,-0.0011,0,,,
XeIII,240.6229,0.005,240.6224,0.0001,0.0005,1,,,
XeV,240.959,0.001,240.959,0.001,0.0,11,,,
XeII,240.974,0.01,240.9793,0.0001,-0.005,40,,,
XeII,241.072,0.01,241.0708,0.0001,0.001,7,,,
XeIII,241.2505,0.005,241.2498,0.0001,0.0007,6,,,
XeIII,241.4104,0.005,241.407,0.0001,0.0034,2,,,
XeVI,241.42,0.08,241.396,0.001,0.02,0,,,
XeIII,241.423,0.005,241.4211,0.0001,0.0019,4,,,
XeIII,241.4544,0.005,241.4538,0.0001,0.0006,9,,,
XeIV,241.561,0.001,241.561,0.001,0.0,9,,,
XeIII,241.672,0.001,241.6704,0.0001,0.0016,3,,,
XeIII,241.672,0.001,241.6755,0.0001,-0.0035,3,,,
XeIII,241.8744,0.005,241.8737,0.0001,0.0007,8,,,
XeII,241.95,0.01,241.9484,0.0001,0.002,0,,,
XeIII,241.974,0.005,241.9744,0.0001,-0.0004,7,,,
XeII,242.087,0.01,242.0766,0.0001,0.01,2,bl,,
XeII,242.127,0.01,242.1284,0.0001,-0.001,20,h,,
XeIV,242.212,0.001,242.213,0.001,-0.001,9,,,
XeII,242.212,0.01,242.2149,0.0001,-0.003,2,,,
XeIII,242.2139,0.005,242.2135,0.0001,0.0004,14,bl,,
XeIII,242.2767,0.005,242.2741,0.0001,0.0026,9,,,
XeII,242.294,0.01,242.2944,0.0001,0.0,10,,,
XeIII,242.3918,0.005,242.3893,0.0001,0.0025,3,,,
XeII,242.505,0.01,242.5076,0.0001,-0.003,40,h,,
XeIV,242.897,0.001,242.898,0.001,-0.001,10,,,
XeIV,243.107,0.001,243.112,0.001,-0.005,6,,,
XeII,243.272,0.01,243.2714,0.0001,0.001,12,,,
XeIV,243.359,0.001,243.363,0.001,-0.004,9,,,
XeII,243.547,0.01,243.5475,0.0001,-0.001,6,,,
XeV,243.582,0.001,243.585,0.001,-0.003,2,,,
XeIII,243.6491,0.005,243.6479,0.0001,0.0012,12,,,
XeIV,243.808,0.001,243.808,0.001,0.0,2,,,
XeII,243.876,0.01,243.868,0.0001,0.008,1,-,,
XeIII,243.9516,0.005,243.9477,0.0001,0.0039,6,w,,
XeV,244.149,0.001,244.15,0.001,-0.001,14,bl,,
XeIII,244.1523,0.005,244.1468,0.0001,0.0055,11,,,
XeII,244.16,0.01,244.1589,0.0001,0.001,2,h,,
XeV,244.186,0.001,244.188,0.001,-0.002,15,,,
XeII,244.254,0.01,244.2571,0.0001,-0.003,1,,,
XeII,244.278,0.01,244.2839,0.0001,-0.006,1,h,,
XeV,244.337,0.001,244.336,0.001,0.001,10,,,
XeIV,244.608,0.001,244.611,0.001,-0.003,8,,,
XeIII,244.6503,0.005,244.6474,0.0001,0.0029,8,,,
XeII,244.679,0.01,244.68,0.0001,-0.001,0,,,
XeIII,244.7083,0.005,244.7068,0.0001,0.0015,10,,,
XeIV,244.764,0.001,244.763,0.001,0.001,9,,,
XeIV,244.764,0.001,244.763,0.001,0.001,9,,,
XeVIII,244.89,0.06,244.94,0.01,-0.05,0,,,
XeIV,245.09,0.001,245.093,0.001,-0.003,8,,,
XeIV,245.137,0.001,245.137,0.001,0.0,9,,,
XeIII,245.2644,0.005,245.2624,0.0001,0.002,11,,,
XeIV,245.975,0.001,245.975,0.001,0.0,3,,,
XeIV,246.266,0.001,246.266,0.001,0.0,5,,,
XeIII,246.3061,0.005,246.3043,0.0001,0.0018,10,,,
XeIII,246.3557,0.005,246.3563,0.0001,-0.0006,10,,,
XeIII,246.4555,0.005,246.4511,0.0001,0.0044,2,,,
XeIV,246.575,0.001,246.575,0.001,0.0,5,,,
XeII,246.66,0.01,246.664,0.0001,-0.004,2,h,,
XeVIII,246.76,0.05,246.7,0.01,0.06,0,,,
